Id,RequestId,ConfigurationId,Alias,TransactionId,TransformDate,RequestDuration,ProcessingDuration,Request,Response.Message,Response.StoreId,Response.Email,TransformedResult.R000003,Response.id,Response.email,Response.phoneNumber,Response.name,Response.birthdate,Response.store_id,Response.northgateOptIN,Response.orderId,Response.externalReference,Response.posRef,Response.storeNumber,Response.storeUtcOffset,Response.timePlaced,Response.timeWanted,Response.timeReady,Response.customer.customerId,Response.customer.externalReference,Response.customer.firstName,Response.customer.lastName,Response.customer.contactNumber,Response.customer.email,Response.customer.membershipNumber,Response.customer.loyaltyScheme,Response.deliveryMethod,Response.deliveryAddress,Response.items.0.productId,Response.items.0.specialInstructions,Response.items.0.quantity,Response.items.0.recipientName,Response.items.0.description,Response.items.0.sellingPrice,Response.items.0.modifiers.0.modifierId,Response.items.0.modifiers.0.vendorSpecificModifierId,Response.items.0.modifiers.0.modifierQuantity,Response.items.0.modifiers.0.description,Response.items.0.modifiers.0.sellingPrice,Response.items.0.modifiers.0.modifiers.0.modifierId,Response.items.0.modifiers.0.modifiers.0.vendorSpecificModifierId,Response.items.0.modifiers.0.modifiers.0.modifierQuantity,Response.items.0.modifiers.0.modifiers.0.description,Response.items.0.modifiers.0.modifiers.0.sellingPrice,Response.items.0.modifiers.0.modifiers.1.modifierId,Response.items.0.modifiers.0.modifiers.1.vendorSpecificModifierId,Response.items.0.modifiers.0.modifiers.1.modifierQuantity,Response.items.0.modifiers.0.modifiers.1.description,Response.items.0.modifiers.0.modifiers.1.sellingPrice,Response.items.0.modifiers.0.modifiers.2.modifierId,Response.items.0.modifiers.0.modifiers.2.vendorSpecificModifierId,Response.items.0.modifiers.0.modifiers.2.modifierQuantity,Response.items.0.modifiers.0.modifiers.2.description,Response.items.0.modifiers.0.modifiers.2.sellingPrice,Response.customFields.0.key,Response.customFields.0.value,Response.customFields.1.key,Response.customFields.1.value,Response.customFields.2.key,Response.customFields.2.value,Response.totals.subTotal,Response.totals.salesTax,Response.totals.tip,Response.totals.delivery,Response.totals.feesTotal,Response.totals.discount,Response.totals.total,Response.totals.customerDelivery,Response.payments.0.type,Response.payments.0.description,Response.payments.0.amount,Response.clientPlatform,Response.location.name,Response.location.logo,Response.location.latitude,Response.location.longitude,Response.orderingProvider,Response.coupon,Response.brandName,Response.brandId,Response.items.0.modifiers.0.modifiers.2.modifiers.0.modifierId,Response.items.0.modifiers.0.modifiers.2.modifiers.0.vendorSpecificModifierId,Response.items.0.modifiers.0.modifiers.2.modifiers.0.modifierQuantity,Response.items.0.modifiers.0.modifiers.2.modifiers.0.description,Response.items.0.modifiers.0.modifiers.2.modifiers.0.sellingPrice,Response.items.0.modifiers.1.modifierId,Response.items.0.modifiers.1.vendorSpecificModifierId,Response.items.0.modifiers.1.modifierQuantity,Response.items.0.modifiers.1.description,Response.items.0.modifiers.1.sellingPrice,Response.items.0.modifiers.2.modifierId,Response.items.0.modifiers.2.vendorSpecificModifierId,Response.items.0.modifiers.2.modifierQuantity,Response.items.0.modifiers.2.description,Response.items.0.modifiers.2.sellingPrice,Response.items.0.modifiers.1.modifiers.0.modifierId,Response.items.0.modifiers.1.modifiers.0.vendorSpecificModifierId,Response.items.0.modifiers.1.modifiers.0.modifierQuantity,Response.items.0.modifiers.1.modifiers.0.description,Response.items.0.modifiers.1.modifiers.0.sellingPrice,Response.items.1.productId,Response.items.1.specialInstructions,Response.items.1.quantity,Response.items.1.recipientName,Response.items.1.description,Response.items.1.sellingPrice,Response.items.1.modifiers.0.modifierId,Response.items.1.modifiers.0.vendorSpecificModifierId,Response.items.1.modifiers.0.modifierQuantity,Response.items.1.modifiers.0.description,Response.items.1.modifiers.0.sellingPrice,Response.items.1.modifiers.1.modifierId,Response.items.1.modifiers.1.vendorSpecificModifierId,Response.items.1.modifiers.1.modifierQuantity,Response.items.1.modifiers.1.description,Response.items.1.modifiers.1.sellingPrice,Response.items.1.modifiers.2.modifierId,Response.items.1.modifiers.2.vendorSpecificModifierId,Response.items.1.modifiers.2.modifierQuantity,Response.items.1.modifiers.2.description,Response.items.1.modifiers.2.sellingPrice,Response.items.1.modifiers.3.modifierId,Response.items.1.modifiers.3.vendorSpecificModifierId,Response.items.1.modifiers.3.modifierQuantity,Response.items.1.modifiers.3.description,Response.items.1.modifiers.3.sellingPrice,Response.items.1.modifiers.4.modifierId,Response.items.1.modifiers.4.vendorSpecificModifierId,Response.items.1.modifiers.4.modifierQuantity,Response.items.1.modifiers.4.description,Response.items.1.modifiers.4.sellingPrice,Response.items.2.productId,Response.items.2.specialInstructions,Response.items.2.quantity,Response.items.2.recipientName,Response.items.2.description,Response.items.2.sellingPrice,Response.items.2.modifiers.0.modifierId,Response.items.2.modifiers.0.vendorSpecificModifierId,Response.items.2.modifiers.0.modifierQuantity,Response.items.2.modifiers.0.description,Response.items.2.modifiers.0.sellingPrice,Response.items.2.modifiers.1.modifierId,Response.items.2.modifiers.1.vendorSpecificModifierId,Response.items.2.modifiers.1.modifierQuantity,Response.items.2.modifiers.1.description,Response.items.2.modifiers.1.sellingPrice,Response.items.2.modifiers.2.modifierId,Response.items.2.modifiers.2.vendorSpecificModifierId,Response.items.2.modifiers.2.modifierQuantity,Response.items.2.modifiers.2.description,Response.items.2.modifiers.2.sellingPrice,Response.items.2.modifiers.3.modifierId,Response.items.2.modifiers.3.vendorSpecificModifierId,Response.items.2.modifiers.3.modifierQuantity,Response.items.2.modifiers.3.description,Response.items.2.modifiers.3.sellingPrice,Response.items.2.modifiers.4.modifierId,Response.items.2.modifiers.4.vendorSpecificModifierId,Response.items.2.modifiers.4.modifierQuantity,Response.items.2.modifiers.4.description,Response.items.2.modifiers.4.sellingPrice,Response.items.2.modifiers.5.modifierId,Response.items.2.modifiers.5.vendorSpecificModifierId,Response.items.2.modifiers.5.modifierQuantity,Response.items.2.modifiers.5.description,Response.items.2.modifiers.5.sellingPrice,Response.items.2.modifiers.6.modifierId,Response.items.2.modifiers.6.vendorSpecificModifierId,Response.items.2.modifiers.6.modifierQuantity,Response.items.2.modifiers.6.description,Response.items.2.modifiers.6.sellingPrice,Response.items.3.productId,Response.items.3.specialInstructions,Response.items.3.quantity,Response.items.3.recipientName,Response.items.3.description,Response.items.3.sellingPrice,Response.items.3.modifiers.0.modifierId,Response.items.3.modifiers.0.vendorSpecificModifierId,Response.items.3.modifiers.0.modifierQuantity,Response.items.3.modifiers.0.description,Response.items.3.modifiers.0.sellingPrice,Response.items.4.productId,Response.items.4.specialInstructions,Response.items.4.quantity,Response.items.4.recipientName,Response.items.4.description,Response.items.4.sellingPrice,Response.items.4.modifiers.0.modifierId,Response.items.4.modifiers.0.vendorSpecificModifierId,Response.items.4.modifiers.0.modifierQuantity,Response.items.4.modifiers.0.description,Response.items.4.modifiers.0.sellingPrice,Response.items.4.modifiers.0.modifiers.0.modifierId,Response.items.4.modifiers.0.modifiers.0.vendorSpecificModifierId,Response.items.4.modifiers.0.modifiers.0.modifierQuantity,Response.items.4.modifiers.0.modifiers.0.description,Response.items.4.modifiers.0.modifiers.0.sellingPrice,Response.items.5.productId,Response.items.5.specialInstructions,Response.items.5.quantity,Response.items.5.recipientName,Response.items.5.description,Response.items.5.sellingPrice,Response.items.6.productId,Response.items.6.specialInstructions,Response.items.6.quantity,Response.items.6.recipientName,Response.items.6.description,Response.items.6.sellingPrice,Response.items.6.modifiers.0.modifierId,Response.items.6.modifiers.0.vendorSpecificModifierId,Response.items.6.modifiers.0.modifierQuantity,Response.items.6.modifiers.0.description,Response.items.6.modifiers.0.sellingPrice,Response.items.6.modifiers.1.modifierId,Response.items.6.modifiers.1.vendorSpecificModifierId,Response.items.6.modifiers.1.modifierQuantity,Response.items.6.modifiers.1.description,Response.items.6.modifiers.1.sellingPrice,Response.items.6.modifiers.2.modifierId,Response.items.6.modifiers.2.vendorSpecificModifierId,Response.items.6.modifiers.2.modifierQuantity,Response.items.6.modifiers.2.description,Response.items.6.modifiers.2.sellingPrice,Response.items.6.modifiers.3.modifierId,Response.items.6.modifiers.3.vendorSpecificModifierId,Response.items.6.modifiers.3.modifierQuantity,Response.items.6.modifiers.3.description,Response.items.6.modifiers.3.sellingPrice,Response.items.7.productId,Response.items.7.specialInstructions,Response.items.7.quantity,Response.items.7.recipientName,Response.items.7.description,Response.items.7.sellingPrice,Response.items.7.modifiers.0.modifierId,Response.items.7.modifiers.0.vendorSpecificModifierId,Response.items.7.modifiers.0.modifierQuantity,Response.items.7.modifiers.0.description,Response.items.7.modifiers.0.sellingPrice,Response.items.7.modifiers.0.modifiers.0.modifierId,Response.items.7.modifiers.0.modifiers.0.vendorSpecificModifierId,Response.items.7.modifiers.0.modifiers.0.modifierQuantity,Response.items.7.modifiers.0.modifiers.0.description,Response.items.7.modifiers.0.modifiers.0.sellingPrice,Response.items.7.modifiers.0.modifiers.1.modifierId,Response.items.7.modifiers.0.modifiers.1.vendorSpecificModifierId,Response.items.7.modifiers.0.modifiers.1.modifierQuantity,Response.items.7.modifiers.0.modifiers.1.description,Response.items.7.modifiers.0.modifiers.1.sellingPrice,Response.items.7.modifiers.1.modifierId,Response.items.7.modifiers.1.vendorSpecificModifierId,Response.items.7.modifiers.1.modifierQuantity,Response.items.7.modifiers.1.description,Response.items.7.modifiers.1.sellingPrice,Response.items.7.modifiers.1.modifiers.0.modifierId,Response.items.7.modifiers.1.modifiers.0.vendorSpecificModifierId,Response.items.7.modifiers.1.modifiers.0.modifierQuantity,Response.items.7.modifiers.1.modifiers.0.description,Response.items.7.modifiers.1.modifiers.0.sellingPrice,Response.items.7.modifiers.2.modifierId,Response.items.7.modifiers.2.vendorSpecificModifierId,Response.items.7.modifiers.2.modifierQuantity,Response.items.7.modifiers.2.description,Response.items.7.modifiers.2.sellingPrice,Response.items.8.productId,Response.items.8.specialInstructions,Response.items.8.quantity,Response.items.8.recipientName,Response.items.8.description,Response.items.8.sellingPrice,Response.items.9.productId,Response.items.9.specialInstructions,Response.items.9.quantity,Response.items.9.recipientName,Response.items.9.description,Response.items.9.sellingPrice,Response.items.0.modifiers.0.modifiers.3.modifierId,Response.items.0.modifiers.0.modifiers.3.vendorSpecificModifierId,Response.items.0.modifiers.0.modifiers.3.modifierQuantity,Response.items.0.modifiers.0.modifiers.3.description,Response.items.0.modifiers.0.modifiers.3.sellingPrice,Response.items.0.modifiers.0.modifiers.3.modifiers.0.modifierId,Response.items.0.modifiers.0.modifiers.3.modifiers.0.vendorSpecificModifierId,Response.items.0.modifiers.0.modifiers.3.modifiers.0.modifierQuantity,Response.items.0.modifiers.0.modifiers.3.modifiers.0.description,Response.items.0.modifiers.0.modifiers.3.modifiers.0.sellingPrice
"5b11b7c2-2366-418e-8cf1-182b3e5f0021",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","1c3b01b2-f784-4e3f-b279-f82dc9c0fa2c","8/6/2020 6:04:56 PM","0","400",,"Test message from SMG","9999","jweinzierl@smg.com","5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0df675b2-08db-46ff-a70d-d5df8d186bee",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","e67c813d-b8cf-42a6-8a83-36f8b622e27b","8/7/2020 7:32:42 PM","0","196",,,,,"5","098700","nidhi.dixit@pimcore.com","9650944088","Nidhi Dixit","19760211","003444","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7dd90656-6bad-47b3-969d-e1fd23c0d4ad",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","21245921-b180-48ce-99a5-ccdb48abc757","8/10/2020 6:06:00 PM","0","446",,,,,"5","9f9e543a-33db-ea11-aaa7-127ae3b5580d",,,,,,,"759452604",,"1627","22222","-5","20200810 12:59",,"20200810 13:04","596753742",,"Tom","Tenley","16082122538","tomtenley@culvers.com",,,"curbside",,"295311",,"1",,"The Culver's® Deluxe Value Basket","8.09","2879826","4302760993","1","Double","8.09","2860018","4302761017","1","Lightly Toasted Buttered Bun","0","2847462","4302761023","1","Crinkle Cut Fries","0","2847465","4302761038","1","Medium Mountain Dew","0","Make","Ford","Model","Edge","Color","Burgundy","8.09","0.44","0","0","0","0","8.53","0","instore","Cash","8.53","Web","Culver's RPOS Lab","https://static.olocdn.net/img/culvers/email/email-logo.png","40.7127431","-74.0133795",,,"Culver's","18251db0-96a9-ea11-a2d3-c646ce5a31d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2d9e11df-d8bd-47c8-875d-831da6837291",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","8f5d4db8-a3bc-4d7e-87cb-c45b88a3a9ed","8/10/2020 8:36:39 PM","0","214",,,,,"5","e5c68fd0-47db-ea11-aaa7-127ae3b5580d",,,,,,,"759748695",,"1635","22222","-5","20200810 15:26",,"20200810 15:31","596965629",,"test","order","12125555555","test@olo.com",,,"curbside",,"295311",,"1",,"The Culver's® Deluxe Value Basket","9.89","2879826","4302760993","1","Double","8.09","2860018","4302761017","1","Lightly Toasted Buttered Bun","0","2847462","4302761023","1","Crinkle Cut Fries","0","2895812","4302761053","1","Regular Shake","1.8","Make","nissan","Model","altima","Color","blue","9.89","0.54","0","0","0","0","10.43","0","instore","Cash","10.43","Web","Culver's RPOS Lab","https://static.olocdn.net/img/culvers/email/email-logo.png","40.7127431","-74.0133795",,,"Culver's","18251db0-96a9-ea11-a2d3-c646ce5a31d3","2879240","4302761224","1","Strawberry","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ccf74b41-1dcb-4fc1-a4ed-afb71e85b7ce",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","2866e087-157c-423d-84a2-8b41dc88e6a2","8/11/2020 2:34:47 PM","0","218",,,,,"5","071155d0-dedb-ea11-aaa7-127ae3b5580d",,,,,,,"760701826",,"1642","22222","-5","20200811 09:27",,"20200811 09:32","597731633",,"Greg","Riesterer","16086442106","GregRiesterer@culvers.com",,,"pickup",,"295311",,"1",,"The Culver's® Deluxe Value Basket","8.09","2879826","4302760993","1","Double","8.09","2860018","4302761017","1","Lightly Toasted Buttered Bun","0","2847462","4302761023","1","Crinkle Cut Fries","0","2847464","4302761037","1","Medium Pepsi","0",,,,,,,"8.09","0.44","0","0","0","0","8.53","0","creditcard","Credit Card Visa x-1111","8.53","MobileWeb","Culver's RPOS Lab","https://static.olocdn.net/img/culvers/email/email-logo.png","40.7127431","-74.0133795",,,"Culver's","18251db0-96a9-ea11-a2d3-c646ce5a31d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"f05843f8-71b5-42c2-85ba-3669b9f3ae8b",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","6ddcddd1-f425-45a3-8af5-b7eabbeed0d2","8/11/2020 3:02:26 PM","0","237",,,,,"5","73f36036-dfdb-ea11-aaa7-127ae3b5580d",,,,,,,"760703736",,"1644","22222","-5","20200811 09:30","20200811 10:00","20200811 10:00","597732909",,"Greg","Riesterer","16086442106","GregRiesterer@culvers.com",,,"pickup",,"296185",,"1",,"The Culver's® Bacon Deluxe Value Basket","6.79","2895144","4302761302","1","Single","6.79","2860018","4302761361","1","Lightly Toasted Buttered Bun","0","2847462","4302761367","1","Crinkle Cut Fries","0","2860029","4302761388","1","Medium Dr Pepper","0",,,,,,,"6.79","0.37","0","0","0","0","7.16","0","creditcard","Credit Card Visa x-1111","7.16","MobileWeb","Culver's RPOS Lab","https://static.olocdn.net/img/culvers/email/email-logo.png","40.7127431","-74.0133795",,,"Culver's","18251db0-96a9-ea11-a2d3-c646ce5a31d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9a8f8ff4-3fc6-4165-bedf-905f5f9afbf3",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","38d43042-0762-4ae5-b0b9-521d30632918","8/11/2020 4:00:20 PM","0","227",,,,,"5","0da8d591-eadb-ea11-aaa7-127ae3b5580d",,,,,,,"760818660",,"1647","22222","-5","20200811 10:51",,"20200811 10:56","597808420",,"Greg","Riesterer","16086442106","GregRiesterer@culvers.com",,,"pickup",,"293397",,"1",,"The Culver's® Deluxe","5.09","2870665","4198323523","1","Double","5.09",,,,,,,,,,,,,,,,,,,,,,"5.09","0.28","0","0","0","0","5.37","0","creditcard","Credit Card Visa x-1111","5.37","MobileWeb","Culver's RPOS Lab","https://static.olocdn.net/img/culvers/email/email-logo.png","40.7127431","-74.0133795",,,"Culver's","18251db0-96a9-ea11-a2d3-c646ce5a31d3",,,,,,"2860018","4198323525","1","Lightly Toasted Buttered Bun","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"90559bd3-a28f-435c-90cb-aae76965eca2",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","81e6e981-b79d-4c92-948e-9b3a9198ec02","8/11/2020 4:02:46 PM","0","225",,,,,"5","6c836bf1-eadb-ea11-aaa7-127ae3b5580d",,,,,,,"760824653",,"1651","22222","-5","20200811 10:54",,"20200811 10:59","597812316",,"Greg","Riesterer","16082195408","gregriesterer@culvers.com",,,"pickup",,"294631",,"1",,"Wisconsin Cheese Curds","3.69","2875367","4302764089","1","Regular","3.69",,,,,,,,,,,,,,,,,,,,,,"3.69","0.2","0","0","0","0","3.89","0","creditcard","Credit Card Visa x-1111","3.89","Web","Culver's RPOS Lab","https://static.olocdn.net/img/culvers/email/email-logo.png","40.7127431","-74.0133795",,,"Culver's","18251db0-96a9-ea11-a2d3-c646ce5a31d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"01a88cc3-8e18-49b0-b975-8d09a99ffc63",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","5bd0587a-5485-46ed-a7fb-4ae9beb98c78","8/11/2020 4:03:20 PM","0","0",,,,,"5","71bd94cd-eadb-ea11-aaa7-127ae3b5580d",,,,,,,"760822258",,"1649","22222","-5","20200811 10:53","20200811 11:00","20200811 11:00","597810784",,"Greg","Riesterer","16086442106","GregRiesterer@culvers.com",,,"pickup",,"291925",,"1",,"Crinkle Cut Fries","1.99","2866386","4302764083","1","Regular","1.99",,,,,,,,,,,,,,,,,,,,,,"1.99","0.11","0","0","0","0","2.1","0","creditcard","Credit Card Visa x-1111","2.1","MobileWeb","Culver's RPOS Lab","https://static.olocdn.net/img/culvers/email/email-logo.png","40.7127431","-74.0133795",,,"Culver's","18251db0-96a9-ea11-a2d3-c646ce5a31d3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"177c104a-0fe1-4661-8059-6f4f691c500d",,"5f2b2d89062d2515a8a56b7f","CULV_CSI_Transaction","7408ea23-903f-4e47-81ce-3a7fee5982f2","8/11/2020 4:08:42 PM","0","0",,,,,"5","f97a5af8-ebdb-ea11-aaa7-127ae3b5580d",,,,,,,"760842119",,"1656","22222","-5","20200811 11:01",,"20200811 11:06","597823546",,"Michael","Leitinger","12625107872","leitingermichael@yahoo.com",,,"pickup",,"291885",,"1",,"Original Chicken Tenders","5.19","2866180","4198323554","1","4 pc","5.19",,,,,,,,,,,,,,,,,,,,,,"5.19","0.29","0","0","0","0","5.48","0","instore","Cash","5.48","MobileWeb","Culver's RPOS Lab","https://static.olocdn.net/img/culvers/email/email-logo.png","40.7127431","-74.0133795",,,"Culver's","18251db0-96a9-ea11-a2d3-c646ce5a31d3",,,,,,"2872343","4198323556","1","No Sauce","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
